Text1,Text2,Class,GroupId,RowInGroup
Remote surveillance should support a mission of up to few hours without a recharge,Remote surveillance should support a two hour flight without charging. ,Duplicate,100,12
Remote surveillance should support a mission of up to few hours without a recharge,Remote surveillance missions should be 2 hours long before recharging,Duplicate,100,13
Remote surveillance should support a mission of up to few hours without a recharge,Remote surveillance should support a mission of at maximum 2 hours without a recharge,Duplicate,100,14
Remote surveillance should support a mission of up to few hours without a recharge,Remote surveillance supports up to 2 hours without a recharge,Duplicate,100,15
Remote surveillance should support a mission of up to few hours without a recharge,The Viewer is not allowed to influence the camera or flight functions of the UAV.,Neutral,100,16
Remote surveillance should support a mission of up to few hours without a recharge,The UAV's direction of flight is independent of its yaw (horizontal rotational orientation).,Neutral,100,17
Remote surveillance should support a mission of up to few hours without a recharge,The UAV video recording shall have 720p resolution and frame rate.,Neutral,100,18
Remote surveillance should support a mission of up to few hours without a recharge,The Pilot controller shall connect or disconnect to at most 2 Hummingbirds in a secure fashion at any time.,Neutral,100,19
Remote surveillance should support a mission of up to few hours without a recharge,The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,Neutral,100,20
Remote surveillance should support a mission of up to few hours without a recharge,The Pilot controller shall be able to request the Hummingbird to return to its starting position manually.,Neutral,100,21
Remote surveillance should support a mission of up to few hours without a recharge,These are the consumer guidelines for Aviary.,Neutral,100,22
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote viewer navigation shall be enabled through video streaming by no more than four operaters.,Conflict,101,1
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote surveillance shall include video streaming for automatic navigation of the surveillance platform and for remote viewer by at least 8 independent operations personnel.,Conflict,101,2
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict,101,3
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote surveillance shall include video streaming during automatic navigation of the surveillance platform and for the remote viewer by at most four independent operations personnel. ,Conflict,101,4
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict,101,5
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote surveillance shall include movie streaming for manual navigation of the surveillance platform and for remote viewer by at least five dependent operations personnel.,Conflict,101,6
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,"Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer, by less than four independent operations personnel.",Conflict,101,7
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least six independent operations personnel.,Conflict,101,8
Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by independent operations personnel.,Remote viewer navigation shall be enabled through video streaming by no less than four operaters.,Duplicate,101,9
